filename,act_type,sent_count,age_months
kevet7.cha,long,218,88
kevet7.cha,toyplay,218,88
kevet7.cha,TD,218,88
anaet7.cha,long,172,92
anaet7.cha,toyplay,172,92
anaet7.cha,TD,172,92
brnmt5.cha,long,149,86
brnmt5.cha,meal,149,86
brnmt5.cha,TD,149,86
anamt5.cha,long,484,90
anamt5.cha,meal,484,90
anamt5.cha,TD,484,90
petmt5.cha,long,914,85
petmt5.cha,meal,914,85
petmt5.cha,TD,914,85
joymt5.cha,long,404,87
joymt5.cha,meal,404,87
joymt5.cha,TD,404,87
conmt5.cha,long,303,90
conmt5.cha,meal,303,90
conmt5.cha,TD,303,90
rosmt5.cha,long,567,91
rosmt5.cha,meal,567,91
rosmt5.cha,TD,567,91
geomt5.cha,long,431,84
geomt5.cha,meal,431,84
geomt5.cha,TD,431,84
mrkmt5.cha,long,634,88
mrkmt5.cha,meal,634,88
mrkmt5.cha,TD,634,88
sarmt5.cha,long,233,84
sarmt5.cha,meal,233,84
sarmt5.cha,TD,233,84
zenmt5.cha,long,689,91
zenmt5.cha,meal,689,91
zenmt5.cha,TD,689,91
vicmt5.cha,long,459,89
vicmt5.cha,meal,459,89
vicmt5.cha,TD,459,89
rilmt5.cha,long,85,89
rilmt5.cha,meal,85,89
rilmt5.cha,TD,85,89
paumt5.cha,long,308,85
paumt5.cha,meal,308,85
paumt5.cha,TD,308,85
diamt5.cha,long,370,86
diamt5.cha,meal,370,86
diamt5.cha,TD,370,86
admmt5.cha,long,459,90
admmt5.cha,meal,459,90
admmt5.cha,TD,459,90
casmt5.cha,long,269,89
casmt5.cha,meal,269,89
casmt5.cha,TD,269,89
megmt5.cha,long,616,88
megmt5.cha,meal,616,88
megmt5.cha,TD,616,88
trimt5.cha,long,290,88
trimt5.cha,meal,290,88
trimt5.cha,TD,290,88
gilmt5.cha,long,95,87
gilmt5.cha,meal,95,87
gilmt5.cha,TD,95,87
karmt5.cha,long,251,85
karmt5.cha,meal,251,85
karmt5.cha,TD,251,85
shlmt5.cha,long,982,85
shlmt5.cha,meal,982,85
shlmt5.cha,TD,982,85
melmt5.cha,long,683,90
melmt5.cha,meal,683,90
melmt5.cha,TD,683,90
jacmt5.cha,long,259,86
jacmt5.cha,meal,259,86
jacmt5.cha,TD,259,86
ethmt5.cha,long,1897,91
ethmt5.cha,meal,1897,91
ethmt5.cha,TD,1897,91
susmt5.cha,long,185,91
susmt5.cha,meal,185,91
susmt5.cha,TD,185,91
tammt5.cha,long,459,87
tammt5.cha,meal,459,87
tammt5.cha,TD,459,87
annmt5.cha,long,528,92
annmt5.cha,meal,528,92
annmt5.cha,TD,528,92
jammt5.cha,long,826,89
jammt5.cha,meal,826,89
jammt5.cha,TD,826,89
jermt5.cha,long,519,88
jermt5.cha,meal,519,88
jermt5.cha,TD,519,88
inamt5.cha,long,540,89
inamt5.cha,meal,540,89
inamt5.cha,TD,540,89
aprmt5.cha,long,360,87
aprmt5.cha,meal,360,87
aprmt5.cha,TD,360,87
jebmt5.cha,long,445,85
jebmt5.cha,meal,445,85
jebmt5.cha,TD,445,85
jenmt5.cha,long,374,92
jenmt5.cha,meal,374,92
jenmt5.cha,TD,374,92
davmt5.cha,long,783,88
davmt5.cha,meal,783,88
davmt5.cha,TD,783,88
carmt5.cha,long,144,87
carmt5.cha,meal,144,87
carmt5.cha,TD,144,87
maymt5.cha,long,707,86
maymt5.cha,meal,707,86
maymt5.cha,TD,707,86
ctrmt5.cha,long,144,87
ctrmt5.cha,meal,144,87
ctrmt5.cha,TD,144,87
shomt5.cha,long,271,84
shomt5.cha,meal,271,84
shomt5.cha,TD,271,84
monmt5.cha,long,29,89
monmt5.cha,meal,29,89
monmt5.cha,TD,29,89
monbr5.cha,long,248,89
monbr5.cha,book,248,89
monbr5.cha,TD,248,89
todbr5.cha,long,593,88
todbr5.cha,book,593,88
todbr5.cha,TD,593,88
guybr5.cha,long,349,91
guybr5.cha,book,349,91
guybr5.cha,TD,349,91
raubr5.cha,long,71,86
raubr5.cha,book,71,86
raubr5.cha,TD,71,86
zanbr5.cha,long,327,90
zanbr5.cha,book,327,90
zanbr5.cha,TD,327,90
allbr5.cha,long,233,85
allbr5.cha,book,233,85
allbr5.cha,TD,233,85
davbr5.cha,long,70,88
davbr5.cha,book,70,88
davbr5.cha,TD,70,88
jenbr5.cha,long,154,92
jenbr5.cha,book,154,92
jenbr5.cha,TD,154,92
jusbr5.cha,long,76,90
jusbr5.cha,book,76,90
jusbr5.cha,TD,76,90
bribr5.cha,long,109,86
bribr5.cha,book,109,86
bribr5.cha,TD,109,86
ctrbr5.cha,long,257,87
ctrbr5.cha,book,257,87
ctrbr5.cha,TD,257,87
maybr5.cha,long,260,86
maybr5.cha,book,260,86
maybr5.cha,TD,260,86
kevbr5.cha,long,108,88
kevbr5.cha,book,108,88
kevbr5.cha,TD,108,88
clabr5.cha,long,244,90
clabr5.cha,book,244,90
clabr5.cha,TD,244,90
shobr5.cha,long,280,84
shobr5.cha,book,280,84
shobr5.cha,TD,280,84
jerbr5.cha,long,333,88
jerbr5.cha,book,333,88
jerbr5.cha,TD,333,88
annbr5.cha,long,116,92
annbr5.cha,book,116,92
annbr5.cha,TD,116,92
jambr5.cha,long,83,89
jambr5.cha,book,83,89
jambr5.cha,TD,83,89
inabr5.cha,long,180,89
inabr5.cha,book,180,89
inabr5.cha,TD,180,89
acebr5.cha,long,65,86
acebr5.cha,book,65,86
acebr5.cha,TD,65,86
astbr5.cha,long,135,85
astbr5.cha,book,135,85
astbr5.cha,TD,135,85
morbr5.cha,long,78,89
morbr5.cha,book,78,89
morbr5.cha,TD,78,89
ethbr5.cha,long,65,91
ethbr5.cha,book,65,91
