filename,act_type,sent_count,age_months
050024.cha,long,357,60
050024.cha,toyplay,357,60
050024.cha,TD,357,60
050003.cha,long,401,60
050003.cha,toyplay,401,60
050003.cha,TD,401,60
050019.cha,long,697,60
050019.cha,toyplay,697,60
050019.cha,TD,697,60
050212.cha,long,1878,62
050212.cha,toyplay,1878,62
050212.cha,TD,1878,62
050106.cha,long,808,61
050106.cha,toyplay,808,61
050106.cha,TD,808,61
050010.cha,long,502,60
050010.cha,toyplay,502,60
050010.cha,TD,502,60
050002.cha,long,487,60
050002.cha,toyplay,487,60
050002.cha,TD,487,60
050016.cha,long,594,60
050016.cha,toyplay,594,60
050016.cha,TD,594,60
050025.cha,long,532,60
050025.cha,toyplay,532,60
050025.cha,TD,532,60
050030.cha,long,511,60
050030.cha,toyplay,511,60
050030.cha,TD,511,60
rastp1.cha,long,260,60
rastp1.cha,toyplay,260,60
rastp1.cha,TD,260,60
rasbr1.cha,long,289,60
rasbr1.cha,book,289,60
rasbr1.cha,TD,289,60
raser1.cha,long,27,60
raser1.cha,narrative,27,60
raser1.cha,TD,27,60
conmt3.cha,long,253,71
conmt3.cha,meal,253,71
conmt3.cha,TD,253,71
joymt3.cha,long,432,68
joymt3.cha,meal,432,68
joymt3.cha,TD,432,68
bobmt3.cha,long,644,66
bobmt3.cha,meal,644,66
bobmt3.cha,TD,644,66
rosmt3.cha,long,792,69
rosmt3.cha,meal,792,69
rosmt3.cha,TD,792,69
geomt3.cha,long,635,63
geomt3.cha,meal,635,63
geomt3.cha,TD,635,63
remmt3.cha,long,268,70
remmt3.cha,meal,268,70
remmt3.cha,TD,268,70
sarmt3.cha,long,658,65
sarmt3.cha,meal,658,65
sarmt3.cha,TD,658,65
brtmt3.cha,long,50,65
brtmt3.cha,meal,50,65
brtmt3.cha,TD,50,65
vicmt3.cha,long,740,70
vicmt3.cha,meal,740,70
vicmt3.cha,TD,740,70
jesmt3.cha,long,495,64
jesmt3.cha,meal,495,64
jesmt3.cha,TD,495,64
brnmt3.cha,long,418,67
brnmt3.cha,meal,418,67
brnmt3.cha,TD,418,67
alimt3.cha,long,347,67
alimt3.cha,meal,347,67
alimt3.cha,TD,347,67
anamt3.cha,long,241,69
anamt3.cha,meal,241,69
anamt3.cha,TD,241,69
devmt3.cha,long,481,64
devmt3.cha,meal,481,64
devmt3.cha,TD,481,64
tommt3.cha,long,558,71
tommt3.cha,meal,558,71
tommt3.cha,TD,558,71
jeamt3.cha,long,74,69
jeamt3.cha,meal,74,69
jeamt3.cha,TD,74,69
karmt3.cha,long,301,63
karmt3.cha,meal,301,63
karmt3.cha,TD,301,63
joemt3.cha,long,253,71
joemt3.cha,meal,253,71
joemt3.cha,TD,253,71
rilmt3.cha,long,292,69
rilmt3.cha,meal,292,69
rilmt3.cha,TD,292,69
paumt3.cha,long,278,64
paumt3.cha,meal,278,64
paumt3.cha,TD,278,64
diamt3.cha,long,385,63
diamt3.cha,meal,385,63
diamt3.cha,TD,385,63
admmt3.cha,long,610,70
admmt3.cha,meal,610,70
admmt3.cha,TD,610,70
stnmt3.cha,long,277,66
stnmt3.cha,meal,277,66
stnmt3.cha,TD,277,66
casmt3.cha,long,194,65
casmt3.cha,meal,194,65
casmt3.cha,TD,194,65
megmt3.cha,long,474,66
megmt3.cha,meal,474,66
megmt3.cha,TD,474,66
kurmt3.cha,long,272,67
kurmt3.cha,meal,272,67
kurmt3.cha,TD,272,67
trimt3.cha,long,241,68
trimt3.cha,meal,241,68
trimt3.cha,TD,241,68
jammt3.cha,long,486,69
jammt3.cha,meal,486,69
jammt3.cha,TD,486,69
annmt3.cha,long,272,70
annmt3.cha,meal,272,70
annmt3.cha,TD,272,70
jermt3.cha,long,254,69
jermt3.cha,meal,254,69
jermt3.cha,TD,254,69
deamt3.cha,long,988,66
deamt3.cha,meal,988,66
deamt3.cha,TD,988,66
aprmt3.cha,long,520,64
aprmt3.cha,meal,520,64
aprmt3.cha,TD,520,64
astmt3.cha,long,115,63
astmt3.cha,meal,115,63
astmt3.cha,TD,115,63
mormt3.cha,long,129,68
mormt3.cha,meal,129,68
mormt3.cha,TD,129,68
melmt3.cha,long,730,67
melmt3.cha,meal,730,67
melmt3.cha,TD,730,67
catmt3.cha,long,663,68
catmt3.cha,meal,663,68
catmt3.cha,TD,663,68
ethmt3.cha,long,638,67
ethmt3.cha,meal,638,67
ethmt3.cha,TD,638,67
termt3.cha,long,236,67
termt3.cha,meal,236,67
termt3.cha,TD,236,67
todmt3.cha,long,490,66
todmt3.cha,meal,490,66
todmt3.cha,TD,490,66
monmt3.cha,long,24,70
monmt3.cha,meal,24,70
monmt3.cha,TD,24,70
allmt3.cha,long,261,62
allmt3.cha,meal,261,62
allmt3.cha,TD,261,62
zanmt3.cha,long,347,67
zanmt3.cha,meal,347,67
zanmt3.cha,TD,347,67
raumt3.cha,long,183,68
raumt3.cha,meal,183,68
raumt3.cha,TD,183,68
brimt3.cha,long,394,62
brimt3.cha,meal,394,62
brimt3.cha,TD,394,62
jusmt3.cha,long,8,68
jusmt3.cha,meal,8,68
jusmt3.cha,TD,8,68
davmt3.cha,long,360,66
davmt3.cha,meal,360,66
davmt3.cha,TD,360,66
kevmt3.cha,long,380,66
kevmt3.cha,meal,380,66
kevmt3.cha,TD,380,66
maymt3.cha,long,403,69
