filename,act_type,sent_count,age_months
021002.cha,toyplay,1380,34
021002.cha,TD,1380,34
020918.cha,long,1184,33
020918.cha,toyplay,1184,33
020918.cha,TD,1184,33
021030.cha,long,1769,34
021030.cha,toyplay,1769,34
021030.cha,TD,1769,34
020714.cha,long,1668,31
020714.cha,toyplay,1668,31
020714.cha,TD,1668,31
020304.cha,long,1932,27
020304.cha,toyplay,1932,27
020304.cha,TD,1932,27
020701.cha,long,1587,31
020701.cha,toyplay,1587,31
020701.cha,TD,1587,31
020512.cha,long,1351,29
020512.cha,toyplay,1351,29
020512.cha,TD,1351,29
020403.cha,long,1437,28
020403.cha,toyplay,1437,28
020403.cha,TD,1437,28
020415.cha,long,1404,28
020415.cha,toyplay,1404,28
020415.cha,TD,1404,28
020617.cha,long,1244,30
020617.cha,toyplay,1244,30
020617.cha,TD,1244,30
020603.cha,long,1536,30
020603.cha,toyplay,1536,30
020603.cha,TD,1536,30
020620.cha,long,726,30
020620.cha,toyplay,726,30
020620.cha,TD,726,30
020419.cha,long,623,28
020419.cha,toyplay,623,28
020419.cha,TD,623,28
020825a.cha,long,451,32
020825a.cha,toyplay,451,32
020825a.cha,TD,451,32
021102.cha,long,517,35
021102.cha,toyplay,517,35
021102.cha,TD,517,35
020426.cha,long,346,28
020426.cha,toyplay,346,28
020426.cha,TD,346,28
020630.cha,long,178,30
020630.cha,toyplay,178,30
020630.cha,TD,178,30
020802.cha,long,419,32
020802.cha,toyplay,419,32
020802.cha,TD,419,32
020825b.cha,long,527,32
020825b.cha,toyplay,527,32
020825b.cha,TD,527,32
021117.cha,long,908,35
021117.cha,toyplay,908,35
021117.cha,TD,908,35
020326.cha,long,360,27
020326.cha,toyplay,360,27
020326.cha,TD,360,27
021011.cha,long,325,34
021011.cha,toyplay,325,34
021011.cha,TD,325,34
021005.cha,long,649,34
021005.cha,toyplay,649,34
021005.cha,TD,649,34
020906.cha,long,595,33
020906.cha,toyplay,595,33
020906.cha,TD,595,33
020319.cha,long,673,27
020319.cha,toyplay,673,27
020319.cha,TD,673,27
020718.cha,long,307,31
020718.cha,toyplay,307,31
020718.cha,TD,307,31
020914.cha,long,585,33
020914.cha,toyplay,585,33
020914.cha,TD,585,33
020900.cha,long,524,33
020900.cha,toyplay,524,33
020900.cha,TD,524,33
020525.cha,long,240,29
020525.cha,toyplay,240,29
020525.cha,TD,240,29
020322.cha,long,180,27
020322.cha,toyplay,180,27
020322.cha,TD,180,27
020530.cha,long,348,29
020530.cha,toyplay,348,29
020530.cha,TD,348,29
020929.cha,long,526,33
020929.cha,toyplay,526,33
020929.cha,TD,526,33
020515.cha,long,383,29
020515.cha,toyplay,383,29
020515.cha,TD,383,29
020307.cha,long,482,27
020307.cha,toyplay,482,27
020307.cha,TD,482,27
021024.cha,long,763,34
021024.cha,toyplay,763,34
021024.cha,TD,763,34
020728.cha,long,520,31
020728.cha,toyplay,520,31
020728.cha,TD,520,31
020305.cha,long,219,27
020305.cha,toyplay,219,27
020305.cha,TD,219,27
020705.cha,long,554,31
020705.cha,toyplay,554,31
020705.cha,TD,554,31
020507.cha,long,527,29
020507.cha,toyplay,527,29
020507.cha,TD,527,29
020328.cha,long,446,27
020328.cha,toyplay,446,27
020328.cha,TD,446,27
020712.cha,long,615,31
020712.cha,toyplay,615,31
020712.cha,TD,615,31
021020.cha,long,471,34
021020.cha,toyplay,471,34
021020.cha,TD,471,34
020920.cha,long,1623,33
020920.cha,toyplay,1623,33
020920.cha,TD,1623,33
020417.cha,long,406,28
020417.cha,toyplay,406,28
020417.cha,TD,406,28
021130.cha,long,416,35
021130.cha,toyplay,416,35
021130.cha,TD,416,35
020410.cha,long,594,28
020410.cha,toyplay,594,28
020410.cha,TD,594,28
020613.cha,long,748,30
020613.cha,toyplay,748,30
020613.cha,TD,748,30
021123.cha,long,441,35
021123.cha,toyplay,441,35
021123.cha,TD,441,35
020604.cha,long,253,30
020604.cha,toyplay,253,30
020604.cha,TD,253,30
020412.cha,long,427,28
020412.cha,toyplay,427,28
020412.cha,TD,427,28
021107.cha,long,400,35
021107.cha,toyplay,400,35
021107.cha,TD,400,35
020608.cha,long,264,30
020608.cha,toyplay,264,30
020608.cha,TD,264,30
021022b.cha,long,284,34
021022b.cha,toyplay,284,34
021022b.cha,TD,284,34
020409.cha,long,353,28
020409.cha,toyplay,353,28
020409.cha,TD,353,28
021022a.cha,long,414,34
021022a.cha,toyplay,414,34
021022a.cha,TD,414,34
021101.cha,long,134,35
021101.cha,toyplay,134,35
021101.cha,TD,134,35
020805b.cha,long,57,32
020805b.cha,toyplay,57,32
020805b.cha,TD,57,32
020627.cha,long,202,30
020627.cha,toyplay,202,30
020627.cha,TD,202,30
040316b.cha,long,297,28
040316b.cha,toyplay,297,28
040316b.cha,TD,297,28
020805c.cha,long,86,32
020805c.cha,toyplay,86,32
020805c.cha,TD,86,32
021114.cha,long,278,35
021114.cha,toyplay,278,35
021114.cha,TD,278,35
020805a.cha,long,108,32
020805a.cha,toyplay,108,32
020805a.cha,TD,108,32
021100b.cha,long,449,35
021100b.cha,toyplay,449,35
021100b.cha,TD,449,35
020910.cha,long,13,33
020910.cha,toyplay,13,33
020910.cha,TD,13,33
021100a.cha,long,292,35
021100a.cha,toyplay,292,35
021100a.cha,TD,292,35
020928.cha,long,258,33
020928.cha,toyplay,258,33
020928.cha,TD,258,33
020915.cha,long,216,33
020915.cha,toyplay,216,33
020915.cha,TD,216,33
020617c.cha,long,342,30
020617c.cha,toyplay,342,30
020617c.cha,TD,342,30
020925.cha,long,380,33
020925.cha,toyplay,380,33
020925.cha,TD,380,33
040305a.cha,long,304,28
040305a.cha,toyplay,304,28
040305a.cha,TD,304,28
020817d.cha,long,123,32
020817d.cha,toyplay,123,32
020817d.cha,TD,123,32
020617a.cha,long,712,30
020617a.cha,toyplay,712,30
020617a.cha,TD,712,30
020617e.cha,long,716,30
020617e.cha,toyplay,716,30
020617e.cha,TD,716,30
020617d.cha,long,571,30
020617d.cha,toyplay,571,30
020617d.cha,TD,571,30
020817a.cha,long,79,32
020817a.cha,toyplay,79,32
020817a.cha,TD,79,32
020923.cha,long,161,33
020923.cha,toyplay,161,33
020923.cha,TD,161,33
020710.cha,long,62,31
020710.cha,toyplay,62,31
020710.cha,TD,62,31
020921.cha,long,245,33
020921.cha,toyplay,245,33
020921.cha,TD,245,33
020817c.cha,long,92,32
020817c.cha,toyplay,92,32
020817c.cha,TD,92,32
020617f.cha,long,477,30
020617f.cha,toyplay,477,30
020617f.cha,TD,477,30
020817b.cha,long,164,32
020817b.cha,toyplay,164,32
020817b.cha,TD,164,32
020909a.cha,long,274,33
020909a.cha,toyplay,274,33
020909a.cha,TD,274,33
020514a.cha,long,378,29
020514a.cha,toyplay,378,29
020514a.cha,TD,378,29
021001d.cha,long,154,34
021001d.cha,toyplay,154,34
021001d.cha,TD,154,34
020514b.cha,long,353,29
020514b.cha,toyplay,353,29
020514b.cha,TD,353,29
020718d.cha,long,48,31
020718d.cha,toyplay,48,31
020718d.cha,TD,48,31
021001b.cha,long,125,34
021001b.cha,toyplay,125,34
021001b.cha,TD,125,34
021017b.cha,long,29,34
021017b.cha,toyplay,29,34
021017b.cha,TD,29,34
020827a.cha,long,46,32
020827a.cha,toyplay,46,32
020827a.cha,TD,46,32
020718a.cha,long,75,31
020718a.cha,toyplay,75,31
020718a.cha,TD,75,31
021017c.cha,long,796,34
021017c.cha,toyplay,796,34
021017c.cha,TD,796,34
021001c.cha,long,475,34
021001c.cha,toyplay,475,34
021001c.cha,TD,475,34
021109.cha,long,317,35
021109.cha,toyplay,317,35
021109.cha,TD,317,35
021001a.cha,long,246,34
021001a.cha,toyplay,246,34
021001a.cha,TD,246,34
021017a.cha,long,305,34
021017a.cha,toyplay,305,34
021017a.cha,TD,305,34
040508b.cha,long,273,30
040508b.cha,toyplay,273,30
040508b.cha,TD,273,30
020827b.cha,long,41,32
020827b.cha,toyplay,41,32
020827b.cha,TD,41,32
020718b.cha,long,52,31
020718b.cha,toyplay,52,31
020718b.cha,TD,52,31
020718c.cha,long,78,31
020718c.cha,toyplay,78,31
020718c.cha,TD,78,31
020827c.cha,long,80,32
020827c.cha,toyplay,80,32
020827c.cha,TD,80,32
021106.cha,long,1552,35
021106.cha,toyplay,1552,35
021106.cha,TD,1552,35
021112.cha,long,1314,35
021112.cha,toyplay,1314,35
021112.cha,TD,1314,35
020024.cha,long,1380,24
020024.cha,toyplay,1380,24
020024.cha,TD,1380,24
020418.cha,long,556,28
020418.cha,toyplay,556,28
020418.cha,TD,556,28
021116.cha,long,1353,35
021116.cha,toyplay,1353,35
021116.cha,TD,1353,35
020426.cha,long,1749,28
020426.cha,toyplay,1749,28
020426.cha,TD,1749,28
021013.cha,long,1426,34
021013.cha,toyplay,1426,34
021013.cha,TD,1426,34
020318.cha,long,1523,27
020318.cha,toyplay,1523,27
020318.cha,TD,1523,27
021006.cha,long,1659,34
021006.cha,toyplay,1659,34
021006.cha,TD,1659,34
020913.cha,long,1641,33
020913.cha,toyplay,1641,33
020913.cha,TD,1641,33
020526.cha,long,1493,29
020526.cha,toyplay,1493,29
020526.cha,TD,1493,29
020122.cha,long,1417,25
020122.cha,toyplay,1417,25
020122.cha,TD,1417,25
020527.cha,long,1656,29
020527.cha,toyplay,1656,29
020527.cha,TD,1656,29
020525.cha,long,1541,29
020525.cha,toyplay,1541,29
020525.cha,TD,1541,29
021028.cha,long,1487,34
021028.cha,toyplay,1487,34
021028.cha,TD,1487,34
020524.cha,long,1665,29
020524.cha,toyplay,1665,29
020524.cha,TD,1665,29
020528.cha,long,1598,29
020528.cha,toyplay,1598,29
020528.cha,TD,1598,29
020106.cha,long,1194,25
020106.cha,toyplay,1194,25
020106.cha,TD,1194,25
020305.cha,long,1488,27
020305.cha,toyplay,1488,27
020305.cha,TD,1488,27
020926.cha,long,1578,33
020926.cha,toyplay,1578,33
020926.cha,TD,1578,33
020328.cha,long,1466,27
020328.cha,toyplay,1466,27
020328.cha,TD,1466,27
020314.cha,long,1616,27
020314.cha,toyplay,1616,27
020314.cha,TD,1616,27
020921.cha,long,1603,33
020921.cha,toyplay,1603,33
020921.cha,TD,1603,33
020129.cha,long,1514,25
020129.cha,toyplay,1514,25
020129.cha,TD,1514,25
020115.cha,long,1414,25
020115.cha,toyplay,1414,25
020115.cha,TD,1414,25
021021.cha,long,1546,34
021021.cha,toyplay,1546,34
021021.cha,TD,1546,34
020212.cha,long,1602,26
020212.cha,toyplay,1602,26
020212.cha,TD,1602,26
020206.cha,long,1424,26
020206.cha,toyplay,1424,26
020206.cha,TD,1424,26
020010.cha,long,1512,24
020010.cha,toyplay,1512,24
020010.cha,TD,1512,24
020017.cha,long,619,24
020017.cha,toyplay,619,24
020017.cha,TD,619,24
020003.cha,long,1517,24
020003.cha,toyplay,1517,24
020003.cha,TD,1517,24
020412.cha,long,506,28
020412.cha,toyplay,506,28
020412.cha,TD,506,28
020406.cha,long,1660,28
020406.cha,toyplay,1660,28
020406.cha,TD,1660,28
020228.cha,long,1552,26
020228.cha,toyplay,1552,26
020228.cha,TD,1552,26
020009a.cha,long,520,24
020009a.cha,everyday,520,24
020009a.cha,TD,520,24
020009b.cha,long,567,24
020009b.cha,everyday,567,24
020009b.cha,TD,567,24
020024b.cha,long,902,24
020024b.cha,everyday,902,24
020024b.cha,TD,902,24
020024a.cha,long,956,24
020024a.cha,everyday,956,24
020024a.cha,TD,956,24
020030b.cha,long,433,24
020030b.cha,everyday,433,24
020030b.cha,TD,433,24
020103.cha,long,806,25
020103.cha,everyday,806,25
020103.cha,TD,806,25
020030a.cha,long,824,24
020030a.cha,everyday,824,24
020030a.cha,TD,824,24
020000b.cha,long,686,24
020000b.cha,everyday,686,24
020000b.cha,TD,686,24
020017.cha,long,706,24
020017.cha,everyday,706,24
020017.cha,TD,706,24
020000a.cha,long,469,24
020000a.cha,everyday,469,24
020000a.cha,TD,469,24
020016.cha,long,680,24
020016.cha,everyday,680,24
020016.cha,TD,680,24
nanette.cha,cross,452,25
nanette.cha,toyplay,452,25
nanette.cha,TD,452,25
charlie.cha,cross,835,35
charlie.cha,toyplay,835,35
charlie.cha,TD,835,35
martin.cha,cross,482,30
martin.cha,toyplay,482,30
martin.cha,TD,482,30
victor.cha,cross,730,29
victor.cha,toyplay,730,29
victor.cha,TD,730,29
richard.cha,cross,976,33
richard.cha,toyplay,976,33
richard.cha,TD,976,33
patricia.cha,cross,860,30
patricia.cha,toyplay,860,30
patricia.cha,TD,860,30
nanette.cha,cross,583,26
nanette.cha,meal,583,26
nanette.cha,TD,583,26
martin.cha,cross,1004,30
martin.cha,meal,1004,30
martin.cha,TD,1004,30
william.cha,cross,631,27
william.cha,meal,631,27
william.cha,TD,631,27
victor.cha,cross,792,28
victor.cha,meal,792,28
victor.cha,TD,792,28
patricia.cha,cross,886,29
patricia.cha,meal,886,29
patricia.cha,TD,886,29
nanette.cha,cross,677,25
nanette.cha,toyplay,677,25
nanette.cha,TD,677,25
martin.cha,cross,766,29
martin.cha,toyplay,766,29
martin.cha,TD,766,29
laurel.cha,cross,582,35
laurel.cha,toyplay,582,35
laurel.cha,TD,582,35
william.cha,cross,534,26
william.cha,toyplay,534,26
william.cha,TD,534,26
victor.cha,cross,724,27
victor.cha,toyplay,724,27
victor.cha,TD,724,27
richard.cha,cross,729,32
richard.cha,toyplay,729,32
richard.cha,TD,729,32
patricia.cha,cross,860,29
patricia.cha,toyplay,860,29
patricia.cha,TD,860,29
05.cha,cross,398,35
05.cha,group,398,35
05.cha,TD,398,35
01.cha,cross,533,34
01.cha,group,533,34
01.cha,TD,533,34
020024.cha,long,1504,24
020024.cha,toyplay,1504,24
020024.cha,TD,1504,24
020227.cha,long,1008,26
020227.cha,toyplay,1008,26
020227.cha,TD,1008,26
020324.cha,long,960,27
020324.cha,toyplay,960,27
020324.cha,TD,960,27
020122.cha,long,1357,25
020122.cha,toyplay,1357,25
020122.cha,TD,1357,25
020503.cha,long,1080,29
020503.cha,toyplay,1080,29
020503.cha,TD,1080,29
020807.cha,long,1039,32
020807.cha,toyplay,1039,32
020807.cha,TD,1039,32
020023.cha,long,1321,24
020023.cha,toyplay,1321,24
020023.cha,TD,1321,24
020325.cha,long,1251,27
020325.cha,toyplay,1251,27
020325.cha,TD,1251,27
020122.cha,long,823,25
020122.cha,toyplay,823,25
020122.cha,TD,823,25
020506.cha,long,951,29
020506.cha,toyplay,951,29
020506.cha,TD,951,29
020707.cha,long,1252,31
020707.cha,toyplay,1252,31
020707.cha,TD,1252,31
020604.cha,long,960,30
020604.cha,toyplay,960,30
020604.cha,TD,960,30
020228.cha,long,1372,26
020228.cha,toyplay,1372,26
020228.cha,TD,1372,26
020225.cha,long,917,26
020225.cha,toyplay,917,26
020225.cha,TD,917,26
020021.cha,long,825,24
020021.cha,toyplay,825,24
020021.cha,TD,825,24
020508.cha,long,942,29
020508.cha,toyplay,942,29
020508.cha,TD,942,29
020125.cha,long,950,25
020125.cha,toyplay,950,25
020125.cha,TD,950,25
020401.cha,long,1123,28
020401.cha,toyplay,1123,28
020401.cha,TD,1123,28
normarjo.cha,cross,180,27
normarjo.cha,toyplay,180,27
normarjo.cha,TD,180,27
normered.cha,cross,222,29
normered.cha,toyplay,222,29
normered.cha,TD,222,29
6493TM.cha,long,418,24
6493TM.cha,preverbal,418,24
6493TM.cha,TD,418,24
5039MB.cha,long,298,24
5039MB.cha,preverbal,298,24
5039MB.cha,TD,298,24
4801RB.cha,long,201,24
4801RB.cha,preverbal,201,24
4801RB.cha,TD,201,24
4310AM.cha,long,471,24
4310AM.cha,preverbal,471,24
4310AM.cha,TD,471,24
5573IH.cha,long,393,24
5573IH.cha,preverbal,393,24
5573IH.cha,TD,393,24
4664AM.cha,long,315,24
4664AM.cha,preverbal,315,24
4664AM.cha,TD,315,24
5365DL.cha,long,439,24
5365DL.cha,preverbal,439,24
5365DL.cha,TD,439,24
5482DF.cha,long,417,24
5482DF.cha,preverbal,417,24
5482DF.cha,TD,417,24
5954ML.cha,long,339,24
5954ML.cha,preverbal,339,24
5954ML.cha,TD,339,24
4650KS.cha,long,343,24
4650KS.cha,preverbal,343,24
4650KS.cha,TD,343,24
4858CM.cha,long,232,24
4858CM.cha,preverbal,232,24
4858CM.cha,TD,232,24
5193HB.cha,long,311,24
5193HB.cha,preverbal,311,24
5193HB.cha,TD,311,24
5837AK.cha,long,389,24
5837AK.cha,preverbal,389,24
5837AK.cha,TD,389,24
7236FB.cha,long,287,24
7236FB.cha,preverbal,287,24
7236FB.cha,TD,287,24
6878SK.cha,long,406,24
