filename,act_type,sent_count,age_months
030304.cha,toyplay,398,39
030304.cha,TD,398,39
030601.cha,long,534,42
030601.cha,toyplay,534,42
030601.cha,TD,534,42
030230.cha,long,203,38
030230.cha,toyplay,203,38
030230.cha,TD,203,38
030605.cha,long,194,42
030605.cha,toyplay,194,42
030605.cha,TD,194,42
030004.cha,long,239,36
030004.cha,toyplay,239,36
030004.cha,TD,239,36
030300.cha,long,204,39
030300.cha,toyplay,204,39
030300.cha,TD,204,39
030602.cha,long,158,42
030602.cha,toyplay,158,42
030602.cha,TD,158,42
030007.cha,long,118,36
030007.cha,toyplay,118,36
030007.cha,TD,118,36
030530.cha,long,258,41
030530.cha,toyplay,258,41
030530.cha,TD,258,41
030306.cha,long,253,39
030306.cha,toyplay,253,39
030306.cha,TD,253,39
030002.cha,long,266,36
030002.cha,toyplay,266,36
030002.cha,TD,266,36
030308.cha,long,434,39
030308.cha,toyplay,434,39
030308.cha,TD,434,39
030523.cha,long,286,41
030523.cha,toyplay,286,41
030523.cha,TD,286,41
030301.cha,long,163,39
030301.cha,toyplay,163,39
030301.cha,TD,163,39
030002.cha,long,180,36
030002.cha,toyplay,180,36
030002.cha,TD,180,36
030601.cha,long,168,42
030601.cha,toyplay,168,42
030601.cha,TD,168,42
030526.cha,long,128,41
030526.cha,toyplay,128,41
030526.cha,TD,128,41
030307.cha,long,189,39
030307.cha,toyplay,189,39
030307.cha,TD,189,39
030300.cha,long,337,39
030300.cha,toyplay,337,39
030300.cha,TD,337,39
030600.cha,long,232,42
030600.cha,toyplay,232,42
030600.cha,TD,232,42
030309.cha,long,363,39
030309.cha,toyplay,363,39
030309.cha,TD,363,39
030611.cha,long,258,42
030611.cha,toyplay,258,42
030611.cha,TD,258,42
030012.cha,long,283,36
030012.cha,toyplay,283,36
030012.cha,TD,283,36
030227.cha,long,246,38
030227.cha,toyplay,246,38
030227.cha,TD,246,38
030611.cha,long,199,42
030611.cha,toyplay,199,42
030611.cha,TD,199,42
030004.cha,long,171,36
030004.cha,toyplay,171,36
030004.cha,TD,171,36
030609.cha,long,121,42
030609.cha,toyplay,121,42
030609.cha,TD,121,42
030228.cha,long,112,38
030228.cha,toyplay,112,38
030228.cha,TD,112,38
030011.cha,long,42,36
030011.cha,toyplay,42,36
030011.cha,TD,42,36
030300.cha,long,426,39
030300.cha,toyplay,426,39
030300.cha,TD,426,39
030002.cha,long,222,36
030002.cha,toyplay,222,36
030002.cha,TD,222,36
030606.cha,long,337,42
030606.cha,toyplay,337,42
030606.cha,TD,337,42
030221.cha,long,1818,38
030221.cha,toyplay,1818,38
030221.cha,TD,1818,38
030209.cha,long,1582,38
030209.cha,toyplay,1582,38
030209.cha,TD,1582,38
031101.cha,long,1344,47
031101.cha,toyplay,1344,47
031101.cha,TD,1344,47
030814.cha,long,1643,44
030814.cha,toyplay,1643,44
030814.cha,TD,1643,44
030418.cha,long,1571,40
030418.cha,toyplay,1571,40
030418.cha,TD,1571,40
030801.cha,long,1482,44
030801.cha,toyplay,1482,44
030801.cha,TD,1482,44
031114.cha,long,1334,47
031114.cha,toyplay,1334,47
031114.cha,TD,1334,47
030025.cha,long,1502,36
030025.cha,toyplay,1502,36
030025.cha,TD,1502,36
030609.cha,long,1215,42
030609.cha,toyplay,1215,42
030609.cha,TD,1215,42
030109.cha,long,1512,37
030109.cha,toyplay,1512,37
030109.cha,TD,1512,37
031015.cha,long,1135,46
031015.cha,toyplay,1135,46
031015.cha,TD,1135,46
030916.cha,long,1492,45
030916.cha,toyplay,1492,45
030916.cha,TD,1492,45
030318.cha,long,1805,39
030318.cha,toyplay,1805,39
030318.cha,TD,1805,39
030126.cha,long,1828,37
030126.cha,toyplay,1828,37
030126.cha,TD,1828,37
030707.cha,long,1283,43
030707.cha,toyplay,1283,43
030707.cha,TD,1283,43
030304.cha,long,1665,39
030304.cha,toyplay,1665,39
030304.cha,TD,1665,39
030501.cha,long,1660,41
030501.cha,toyplay,1660,41
030501.cha,TD,1660,41
030515.cha,long,1396,41
030515.cha,toyplay,1396,41
030515.cha,TD,1396,41
030529.cha,long,1615,41
030529.cha,toyplay,1615,41
030529.cha,TD,1615,41
030011.cha,long,1896,36
030011.cha,toyplay,1896,36
030011.cha,TD,1896,36
030401.cha,long,1644,40
030401.cha,toyplay,1644,40
030401.cha,TD,1644,40
030826.cha,long,1610,44
030826.cha,toyplay,1610,44
030826.cha,TD,1610,44
031116.cha,long,669,47
031116.cha,toyplay,669,47
031116.cha,TD,669,47
030630.cha,long,498,42
030630.cha,toyplay,498,42
030630.cha,TD,498,42
030426.cha,long,591,40
030426.cha,toyplay,591,40
030426.cha,TD,591,40
031129.cha,long,546,47
031129.cha,toyplay,546,47
031129.cha,TD,546,47
030223.cha,long,546,38
030223.cha,toyplay,546,38
030223.cha,TD,546,38
030018a.cha,long,479,36
030018a.cha,toyplay,479,36
030018a.cha,TD,479,36
030409.cha,long,543,40
030409.cha,toyplay,543,40
030409.cha,TD,543,40
030623.cha,long,434,42
030623.cha,toyplay,434,42
030623.cha,TD,434,42
030307b.cha,long,536,39
030307b.cha,toyplay,536,39
030307b.cha,TD,536,39
030027.cha,long,508,36
030027.cha,toyplay,508,36
030027.cha,TD,508,36
030812.cha,long,565,44
030812.cha,toyplay,565,44
030812.cha,TD,565,44
030806.cha,long,555,44
030806.cha,toyplay,555,44
030806.cha,TD,555,44
030018b.cha,long,474,36
030018b.cha,toyplay,474,36
030018b.cha,TD,474,36
030307a.cha,long,581,39
030307a.cha,toyplay,581,39
030307a.cha,TD,581,39
030926a.cha,long,572,45
030926a.cha,toyplay,572,45
030926a.cha,TD,572,45
031001.cha,long,571,46
031001.cha,toyplay,571,46
031001.cha,TD,571,46
030926b.cha,long,420,45
030926b.cha,toyplay,420,45
030926b.cha,TD,420,45
030730.cha,long,453,43
030730.cha,toyplay,453,43
030730.cha,TD,453,43
030903.cha,long,518,45
030903.cha,toyplay,518,45
030903.cha,TD,518,45
031016.cha,long,581,46
031016.cha,toyplay,581,46
031016.cha,TD,581,46
030320.cha,long,583,39
030320.cha,toyplay,583,39
030320.cha,TD,583,39
030709.cha,long,494,43
030709.cha,toyplay,494,43
030709.cha,TD,494,43
030520.cha,long,877,41
030520.cha,toyplay,877,41
030520.cha,TD,877,41
030124.cha,long,515,37
030124.cha,toyplay,515,37
030124.cha,TD,515,37
030723.cha,long,494,43
030723.cha,toyplay,494,43
030723.cha,TD,494,43
031009.cha,long,503,46
031009.cha,toyplay,503,46
031009.cha,TD,503,46
030513.cha,long,922,41
030513.cha,toyplay,922,41
030513.cha,TD,922,41
030507.cha,long,858,41
030507.cha,toyplay,858,41
030507.cha,TD,858,41
030103.cha,long,489,37
030103.cha,toyplay,489,37
030103.cha,TD,489,37
030117.cha,long,560,37
030117.cha,toyplay,560,37
030117.cha,TD,560,37
030328.cha,long,796,39
030328.cha,toyplay,796,39
030328.cha,TD,796,39
030501.cha,long,594,41
030501.cha,toyplay,594,41
030501.cha,TD,594,41
030918.cha,long,802,45
030918.cha,toyplay,802,45
030918.cha,TD,802,45
030313.cha,long,671,39
030313.cha,toyplay,671,39
030313.cha,TD,671,39
031030.cha,long,585,46
031030.cha,toyplay,585,46
031030.cha,TD,585,46
030110.cha,long,621,37
030110.cha,toyplay,621,37
030110.cha,TD,621,37
030716.cha,long,405,43
030716.cha,toyplay,405,43
030716.cha,TD,405,43
030216.cha,long,610,38
030216.cha,toyplay,610,38
030216.cha,TD,610,38
030202.cha,long,643,38
030202.cha,toyplay,643,38
030202.cha,TD,643,38
030606.cha,long,587,42
030606.cha,toyplay,587,42
030606.cha,TD,587,42
030820.cha,long,680,44
030820.cha,toyplay,680,44
030820.cha,TD,680,44
031109.cha,long,127,47
031109.cha,toyplay,127,47
031109.cha,TD,127,47
030401.cha,long,672,40
030401.cha,toyplay,672,40
030401.cha,TD,672,40
030616.cha,long,440,42
030616.cha,toyplay,440,42
030616.cha,TD,440,42
030210.cha,long,527,38
030210.cha,toyplay,527,38
030210.cha,TD,527,38
030827.cha,long,641,44
030827.cha,toyplay,641,44
030827.cha,TD,641,44
030416.cha,long,725,40
030416.cha,toyplay,725,40
030416.cha,TD,725,40
jesmt1.cha,long,327,43
jesmt1.cha,meal,327,43
jesmt1.cha,TD,327,43
trumt1.cha,long,320,45
trumt1.cha,meal,320,45
trumt1.cha,TD,320,45
vicmt1.cha,long,776,47
vicmt1.cha,meal,776,47
vicmt1.cha,TD,776,47
zenmt1.cha,long,753,45
zenmt1.cha,meal,753,45
zenmt1.cha,TD,753,45
brtmt1.cha,long,75,43
brtmt1.cha,meal,75,43
brtmt1.cha,TD,75,43
sarmt1.cha,long,377,45
sarmt1.cha,meal,377,45
sarmt1.cha,TD,377,45
seamt1.cha,long,137,46
seamt1.cha,meal,137,46
seamt1.cha,TD,137,46
geomt1.cha,long,861,44
geomt1.cha,meal,861,44
geomt1.cha,TD,861,44
gremt1.cha,long,84,44
gremt1.cha,meal,84,44
gremt1.cha,TD,84,44
chamt1.cha,long,385,46
chamt1.cha,meal,385,46
chamt1.cha,TD,385,46
devmt1.cha,long,223,44
devmt1.cha,meal,223,44
devmt1.cha,TD,223,44
alimt1.cha,long,264,45
alimt1.cha,meal,264,45
alimt1.cha,TD,264,45
mitmt1.cha,long,74,47
mitmt1.cha,meal,74,47
mitmt1.cha,TD,74,47
karmt1.cha,long,80,45
karmt1.cha,meal,80,45
karmt1.cha,TD,80,45
kurmt1.cha,long,515,47
kurmt1.cha,meal,515,47
kurmt1.cha,TD,515,47
stnmt1.cha,long,428,45
stnmt1.cha,meal,428,45
stnmt1.cha,TD,428,45
diamt1.cha,long,348,46
diamt1.cha,meal,348,46
diamt1.cha,TD,348,46
paumt1.cha,long,332,47
paumt1.cha,meal,332,47
paumt1.cha,TD,332,47
astmt1.cha,long,304,45
astmt1.cha,meal,304,45
astmt1.cha,TD,304,45
aprmt1.cha,long,383,43
aprmt1.cha,meal,383,43
aprmt1.cha,TD,383,43
deamt1.cha,long,407,46
deamt1.cha,meal,407,46
deamt1.cha,TD,407,46
bramt1.cha,long,477,43
bramt1.cha,meal,477,43
bramt1.cha,TD,477,43
ethmt1.cha,long,696,45
ethmt1.cha,meal,696,45
ethmt1.cha,TD,696,45
aimmt1.cha,long,516,46
aimmt1.cha,meal,516,46
aimmt1.cha,TD,516,46
catmt1.cha,long,166,47
catmt1.cha,meal,166,47
catmt1.cha,TD,166,47
jacmt1.cha,long,215,44
jacmt1.cha,meal,215,44
jacmt1.cha,TD,215,44
arlmt1.cha,long,126,47
arlmt1.cha,meal,126,47
arlmt1.cha,TD,126,47
raumt1.cha,long,233,45
raumt1.cha,meal,233,45
raumt1.cha,TD,233,45
jasmt1.cha,long,93,46
jasmt1.cha,meal,93,46
jasmt1.cha,TD,93,46
zanmt1.cha,long,261,45
zanmt1.cha,meal,261,45
zanmt1.cha,TD,261,45
allmt1.cha,long,433,43
allmt1.cha,meal,433,43
allmt1.cha,TD,433,43
guymt1.cha,long,55,47
guymt1.cha,meal,55,47
guymt1.cha,TD,55,47
emimt1.cha,long,416,43
emimt1.cha,meal,416,43
emimt1.cha,TD,416,43
maymt1.cha,long,562,46
maymt1.cha,meal,562,46
maymt1.cha,TD,562,46
kevmt1.cha,long,250,45
kevmt1.cha,meal,250,45
kevmt1.cha,TD,250,45
jusmt1.cha,long,67,45
jusmt1.cha,meal,67,45
jusmt1.cha,TD,67,45
brimt1.cha,long,163,44
brimt1.cha,meal,163,44
brimt1.cha,TD,163,44
jebmt1.cha,long,224,43
jebmt1.cha,meal,224,43
jebmt1.cha,TD,224,43
asttp1.cha,long,654,45
asttp1.cha,toyplay,654,45
asttp1.cha,TD,654,45
acetp1.cha,long,18,43
acetp1.cha,toyplay,18,43
acetp1.cha,TD,18,43
aprtp1.cha,long,218,43
aprtp1.cha,toyplay,218,43
aprtp1.cha,TD,218,43
inatp1.cha,long,832,45
inatp1.cha,toyplay,832,45
inatp1.cha,TD,832,45
deatp1.cha,long,129,46
deatp1.cha,toyplay,129,46
deatp1.cha,TD,129,46
bratp1.cha,long,672,43
bratp1.cha,toyplay,672,43
bratp1.cha,TD,672,43
ethtp1.cha,long,152,45
ethtp1.cha,toyplay,152,45
ethtp1.cha,TD,152,45
jactp1.cha,long,83,44
jactp1.cha,toyplay,83,44
jactp1.cha,TD,83,44
cattp1.cha,long,284,47
cattp1.cha,toyplay,284,47
cattp1.cha,TD,284,47
aimtp1.cha,long,598,46
aimtp1.cha,toyplay,598,46
aimtp1.cha,TD,598,46
jastp1.cha,long,36,46
jastp1.cha,toyplay,36,46
jastp1.cha,TD,36,46
rautp1.cha,long,213,45
rautp1.cha,toyplay,213,45
rautp1.cha,TD,213,45
zantp1.cha,long,275,45
zantp1.cha,toyplay,275,45
zantp1.cha,TD,275,45
alltp1.cha,long,385,43
alltp1.cha,toyplay,385,43
alltp1.cha,TD,385,43
guytp1.cha,long,329,47
guytp1.cha,toyplay,329,47
guytp1.cha,TD,329,47
emitp1.cha,long,505,43
emitp1.cha,toyplay,505,43
emitp1.cha,TD,505,43
clatp1.cha,long,220,46
clatp1.cha,toyplay,220,46
clatp1.cha,TD,220,46
shotp1.cha,long,743,42
shotp1.cha,toyplay,743,42
shotp1.cha,TD,743,42
ctrtp1.cha,long,211,46
ctrtp1.cha,toyplay,211,46
ctrtp1.cha,TD,211,46
maytp1.cha,long,227,46
maytp1.cha,toyplay,227,46
maytp1.cha,TD,227,46
kevtp1.cha,long,132,45
kevtp1.cha,toyplay,132,45
kevtp1.cha,TD,132,45
jebtp1.cha,long,206,42
jebtp1.cha,toyplay,206,42
jebtp1.cha,TD,206,42
britp1.cha,long,266,44
britp1.cha,toyplay,266,44
britp1.cha,TD,266,44
justp1.cha,long,389,45
justp1.cha,toyplay,389,45
justp1.cha,TD,389,45
jestp1.cha,long,216,43
jestp1.cha,toyplay,216,43
jestp1.cha,TD,216,43
victp1.cha,long,356,47
victp1.cha,toyplay,356,47
victp1.cha,TD,356,47
trutp1.cha,long,337,45
trutp1.cha,toyplay,337,45
trutp1.cha,TD,337,45
brttp1.cha,long,201,44
brttp1.cha,toyplay,201,44
brttp1.cha,TD,201,44
zentp1.cha,long,543,45
zentp1.cha,toyplay,543,45
zentp1.cha,TD,543,45
sartp1.cha,long,228,45
sartp1.cha,toyplay,228,45
sartp1.cha,TD,228,45
seatp1.cha,long,288,46
seatp1.cha,toyplay,288,46
seatp1.cha,TD,288,46
remtp1.cha,long,288,47
remtp1.cha,toyplay,288,47
remtp1.cha,TD,288,47
mrktp1.cha,long,654,46
mrktp1.cha,toyplay,654,46
mrktp1.cha,TD,654,46
geotp1.cha,long,240,44
geotp1.cha,toyplay,240,44
geotp1.cha,TD,240,44
chatp1.cha,long,461,46
chatp1.cha,toyplay,461,46
chatp1.cha,TD,461,46
gretp1.cha,long,211,44
gretp1.cha,toyplay,211,44
gretp1.cha,TD,211,44
pettp1.cha,long,260,44
pettp1.cha,toyplay,260,44
pettp1.cha,TD,260,44
devtp1.cha,long,142,44
devtp1.cha,toyplay,142,44
devtp1.cha,TD,142,44
alitp1.cha,long,294,45
alitp1.cha,toyplay,294,45
alitp1.cha,TD,294,45
fratp1.cha,long,201,43
fratp1.cha,toyplay,201,43
fratp1.cha,TD,201,43
shltp1.cha,long,357,45
shltp1.cha,toyplay,357,45
shltp1.cha,TD,357,45
mittp1.cha,long,333,47
mittp1.cha,toyplay,333,47
mittp1.cha,TD,333,47
kartp1.cha,long,313,45
kartp1.cha,toyplay,313,45
kartp1.cha,TD,313,45
giltp1.cha,long,396,46
giltp1.cha,toyplay,396,46
giltp1.cha,TD,396,46
nictp1.cha,long,627,44
nictp1.cha,toyplay,627,44
nictp1.cha,TD,627,44
kurtp1.cha,long,457,47
kurtp1.cha,toyplay,457,47
kurtp1.cha,TD,457,47
stntp1.cha,long,301,45
stntp1.cha,toyplay,301,45
stntp1.cha,TD,301,45
diatp1.cha,long,248,46
diatp1.cha,toyplay,248,46
diatp1.cha,TD,248,46
pautp1.cha,long,359,47
pautp1.cha,toyplay,359,47
pautp1.cha,TD,359,47
dontp1.cha,long,253,45
dontp1.cha,toyplay,253,45
dontp1.cha,TD,253,45
shobr1.cha,long,250,42
shobr1.cha,book,250,42
shobr1.cha,TD,250,42
clabr1.cha,long,101,46
clabr1.cha,book,101,46
clabr1.cha,TD,101,46
kevbr1.cha,long,341,45
kevbr1.cha,book,341,45
kevbr1.cha,TD,341,45
maybr1.cha,long,521,46
maybr1.cha,book,521,46
maybr1.cha,TD,521,46
ctrbr1.cha,long,282,46
ctrbr1.cha,book,282,46
ctrbr1.cha,TD,282,46
bribr1.cha,long,326,44
bribr1.cha,book,326,44
bribr1.cha,TD,326,44
jebbr1.cha,long,116,42
jebbr1.cha,book,116,42
jebbr1.cha,TD,116,42
jusbr1.cha,long,439,45
jusbr1.cha,book,439,45
jusbr1.cha,TD,439,45
allbr1.cha,long,147,43
allbr1.cha,book,147,43
allbr1.cha,TD,147,43
zanbr1.cha,long,89,45
zanbr1.cha,book,89,45
zanbr1.cha,TD,89,45
raubr1.cha,long,359,45
raubr1.cha,book,359,45
raubr1.cha,TD,359,45
jasbr1.cha,long,179,46
jasbr1.cha,book,179,46
jasbr1.cha,TD,179,46
guybr1.cha,long,359,47
guybr1.cha,book,359,47
guybr1.cha,TD,359,47
ethbr1b.cha,long,92,45
ethbr1b.cha,book,92,45
ethbr1b.cha,TD,92,45
emibr1.cha,long,219,43
emibr1.cha,book,219,43
emibr1.cha,TD,219,43
catbr1.cha,long,169,47
catbr1.cha,book,169,47
catbr1.cha,TD,169,47
jacbr1.cha,long,106,44
jacbr1.cha,book,106,44
jacbr1.cha,TD,106,44
aimbr1.cha,long,349,46
aimbr1.cha,book,349,46
aimbr1.cha,TD,349,46
ethbr1.cha,long,116,45
ethbr1.cha,book,116,45
ethbr1.cha,TD,116,45
astbr1.cha,long,244,45
astbr1.cha,book,244,45
astbr1.cha,TD,244,45
acebr1.cha,long,261,43
acebr1.cha,book,261,43
acebr1.cha,TD,261,43
aprbr1.cha,long,151,43
aprbr1.cha,book,151,43
aprbr1.cha,TD,151,43
brabr1.cha,long,129,43
brabr1.cha,book,129,43
brabr1.cha,TD,129,43
deabr1.cha,long,142,46
deabr1.cha,book,142,46
deabr1.cha,TD,142,46
kurbr1.cha,long,290,47
kurbr1.cha,book,290,47
kurbr1.cha,TD,290,47
inabr1a.cha,long,421,45
inabr1a.cha,book,421,45
inabr1a.cha,TD,421,45
stnbr1.cha,long,257,45
stnbr1.cha,book,257,45
stnbr1.cha,TD,257,45
inabr1b.cha,long,478,45
inabr1b.cha,book,478,45
inabr1b.cha,TD,478,45
donbr1.cha,long,219,45
donbr1.cha,book,219,45
donbr1.cha,TD,219,45
paubr1.cha,long,121,47
paubr1.cha,book,121,47
paubr1.cha,TD,121,47
diabr1.cha,long,614,46
diabr1.cha,book,614,46
diabr1.cha,TD,614,46
frabr1.cha,long,282,43
frabr1.cha,book,282,43
frabr1.cha,TD,282,43
mitbr1.cha,long,242,47
mitbr1.cha,book,242,47
mitbr1.cha,TD,242,47
shlbr1.cha,long,186,45
shlbr1.cha,book,186,45
shlbr1.cha,TD,186,45
karbr1.cha,long,615,45
karbr1.cha,book,615,45
karbr1.cha,TD,615,45
nicbr1.cha,long,563,44
nicbr1.cha,book,563,44
nicbr1.cha,TD,563,44
petbr1.cha,long,490,44
petbr1.cha,book,490,44
petbr1.cha,TD,490,44
chabr1.cha,long,319,46
chabr1.cha,book,319,46
chabr1.cha,TD,319,46
grebr1.cha,long,410,44
grebr1.cha,book,410,44
grebr1.cha,TD,410,44
devbr1.cha,long,353,44
devbr1.cha,book,353,44
devbr1.cha,TD,353,44
alibr1.cha,long,375,45
alibr1.cha,book,375,45
alibr1.cha,TD,375,45
zenbr1.cha,long,294,45
zenbr1.cha,book,294,45
zenbr1.cha,TD,294,45
brtbr1.cha,long,256,44
brtbr1.cha,book,256,44
brtbr1.cha,TD,256,44
gilbr1a.cha,long,204,45
gilbr1a.cha,book,204,45
gilbr1a.cha,TD,204,45
vicbr1.cha,long,243,47
vicbr1.cha,book,243,47
vicbr1.cha,TD,243,47
trubr1.cha,long,514,45
trubr1.cha,book,514,45
trubr1.cha,TD,514,45
jesbr1.cha,long,377,43
jesbr1.cha,book,377,43
jesbr1.cha,TD,377,43
mrkbr1.cha,long,166,46
mrkbr1.cha,book,166,46
mrkbr1.cha,TD,166,46
rembr1.cha,long,178,47
rembr1.cha,book,178,47
rembr1.cha,TD,178,47
seabr1.cha,long,136,46
seabr1.cha,book,136,46
seabr1.cha,TD,136,46
sarbr1.cha,long,176,45
sarbr1.cha,book,176,45
sarbr1.cha,TD,176,45
geobr1.cha,long,178,43
geobr1.cha,book,178,43
geobr1.cha,TD,178,43
gilbr1b.cha,long,311,45
gilbr1b.cha,book,311,45
gilbr1b.cha,TD,311,45
braer1.cha,long,31,43
braer1.cha,narrative,31,43
braer1.cha,TD,31,43
deaer1.cha,long,70,46
deaer1.cha,narrative,70,46
deaer1.cha,TD,70,46
aster1.cha,long,92,45
aster1.cha,narrative,92,45
aster1.cha,TD,92,45
aceer1.cha,long,15,43
aceer1.cha,narrative,15,43
aceer1.cha,TD,15,43
cater1.cha,long,26,47
cater1.cha,narrative,26,47
cater1.cha,TD,26,47
aimer1.cha,long,33,46
aimer1.cha,narrative,33,46
aimer1.cha,TD,33,46
ether1.cha,long,43,45
ether1.cha,narrative,43,45
ether1.cha,TD,43,45
emier1.cha,long,63,43
emier1.cha,narrative,63,43
emier1.cha,TD,63,43
aller1.cha,long,24,43
aller1.cha,narrative,24,43
aller1.cha,TD,24,43
zaner1.cha,long,27,45
zaner1.cha,narrative,27,45
zaner1.cha,TD,27,45
rauer1.cha,long,60,45
rauer1.cha,narrative,60,45
rauer1.cha,TD,60,45
kever1.cha,long,50,45
kever1.cha,narrative,50,45
kever1.cha,TD,50,45
mayer1.cha,long,139,46
mayer1.cha,narrative,139,46
mayer1.cha,TD,139,46
ctrer1.cha,long,38,46
ctrer1.cha,narrative,38,46
ctrer1.cha,TD,38,46
brier1.cha,long,36,44
brier1.cha,narrative,36,44
brier1.cha,TD,36,44
jeber1.cha,long,29,42
jeber1.cha,narrative,29,42
jeber1.cha,TD,29,42
juser1.cha,long,35,45
juser1.cha,narrative,35,45
juser1.cha,TD,35,45
shoer1.cha,long,102,42
shoer1.cha,narrative,102,42
shoer1.cha,TD,102,42
claer1.cha,long,34,45
claer1.cha,narrative,34,45
claer1.cha,TD,34,45
geoer1.cha,long,68,44
geoer1.cha,narrative,68,44
geoer1.cha,TD,68,44
brter1.cha,long,37,44
brter1.cha,narrative,37,44
brter1.cha,TD,37,44
vicer1.cha,long,31,47
vicer1.cha,narrative,31,47
vicer1.cha,TD,31,47
truer1.cha,long,100,45
truer1.cha,narrative,100,45
truer1.cha,TD,100,45
jeser1.cha,long,147,43
jeser1.cha,narrative,147,43
jeser1.cha,TD,147,43
mrker1.cha,long,23,46
mrker1.cha,narrative,23,46
mrker1.cha,TD,23,46
remer1.cha,long,56,47
remer1.cha,narrative,56,47
remer1.cha,TD,56,47
sarer1.cha,long,92,45
sarer1.cha,narrative,92,45
sarer1.cha,TD,92,45
seaer1.cha,long,48,46
seaer1.cha,narrative,48,46
seaer1.cha,TD,48,46
dever1.cha,long,28,44
dever1.cha,narrative,28,44
dever1.cha,TD,28,44
peter1.cha,long,95,44
peter1.cha,narrative,95,44
peter1.cha,TD,95,44
chaer1.cha,long,20,46
chaer1.cha,narrative,20,46
chaer1.cha,TD,20,46
greer1.cha,long,41,44
greer1.cha,narrative,41,44
greer1.cha,TD,41,44
giler1.cha,long,54,46
giler1.cha,narrative,54,46
giler1.cha,TD,54,46
karer1.cha,long,157,45
karer1.cha,narrative,157,45
